catégorie	lemme	relation	catégorie	lemme	compte	IM
VERB	dénoncer	obj	NOUN	loi	1	3.102551055851547
VERB	briser	obj	NOUN	vitrine	1	13.156987997067418
VERB	dégénérer	nsubj	NOUN	manifestation	1	11.129153788870692
VERB	rassembler	nsubj	NOUN	manifestation	1	8.95922878742838
VERB	briser	au	NOUN	passage	1	12.900212581705308
NOUN	soir	nmod	NOUN	vendredi	1	2.9471074311139662
VERB	capricorne	nsubj	NOUN	horoscope	4	13.357685347304548
NOUN	horoscope	nmod	NOUN	lion	3	14.03145711498356
VERB	avoir	obj	NOUN	appellation	1	7.109191293488125
VERB	voici	obj	NOUN	coup	1	5.820611858227938
NOUN	star	nmod	NOUN	star	5	11.405852629765057
VERB	épargner	obj	NOUN	texte	1	10.54113148840048
VERB	pouvoir	nsubj	NOUN	parlement	1	5.492298303875528
VERB	comporter	nsubj	NOUN	loi	1	8.578284486817944
VERB	comporter	nsubj	NOUN	conseil	1	8.730287580262994
NOUN	annulant	nmod	NOUN	article	1	13.668887035598852
VERB	voter	par	NOUN	majorité	1	10.284223185363526
VERB	raconter	obj	NOUN	rôle	1	6.834591570722968
VERB	raconter	nsubj	NOUN	classe	1	7.038451361586448
VERB	raconter	nsubj	NOUN	historien	1	8.735524228629142
VERB	jouer	nsubj	NOUN	exploitant	1	11.972563425929991
VERB	subir	nsubj	NOUN	paysan	1	8.27656961282009
VERB	jouer	dans	NOUN	société	1	9.147650132488081
VERB	contraste	avec	NOUN	isolement	1	17.42377453776232
VERB	révéler	obj	NOUN	haine	1	9.65228506826172
VERB	argumenter	obj	NOUN	professeur	1	12.980831041913591
VERB	révéler	nsubj	NOUN	établissement	1	8.057452323516504
VERB	panse	obj	NOUN	souffrance	1	14.964342919125023
VERB	venir	nsubj	NOUN	procès	1	6.9184591816260825
VERB	venir	de	VERB	ouvrir	3	6.959994752426936
VERB	frapper	par	NOUN	terrorisme	1	11.31525008098415
VERB	taire	obj	NOUN	vérité	1	11.401406724733866
VERB	taire	obj	NOUN	vice	1	12.516883942153802
VERB	plaider	obj	NOUN	essayiste	1	13.156987997067418
VERB	commencer	sou	NOUN	auspice	1	18.42377453776232
VERB	commencer	avec	NOUN	élection	1	11.066222533144236
VERB	falloir	dans	NOUN	année	1	8.98498268518406
VERB	mettre	obj	NOUN	potentiel	1	6.002367125699795
NOUN	voyage	nmod	NOUN	reportage	1	8.89825372866725
VERB	établir	nsubj	NOUN	classement	1	12.110891582477965
VERB	cumuler	nsubj	NOUN	village	1	11.900212581705308
VERB	abriter	obj	NOUN	établissement	1	10.320486729350298
VERB	pratiquer	obj	NOUN	tarif	1	10.092857659647702
VERB	ruiner	nsubj	NOUN	hôtel	1	13.119993789585216
VERB	esquisser	obj	NOUN	piste	1	13.119993789585216
VERB	attendre	dans	NOUN	après-midi	1	10.294491520817353
VERB	esquisser	face	NOUN	colère	1	9.873027752379077
VERB	avoir	obj	NOUN	tête	2	3.657064475474061
VERB	sortir	obj	NOUN	agriculture	1	6.848708073183664
VERB	réguler	obj	NOUN	marché	1	8.497478542981208
VERB	appeler	nsubj	NOUN	député	2	5.9501956129015365
VERB	appeler	à	VERB	sortir	1	4.542182562755661
VERB	demander	à	NOUN	agriculture	1	7.211278152568372
VERB	changer	avec	NOUN	paysan	1	12.668887035598852
VERB	avoir	sou	NOUN	eau	1	10.629358671412215
VERB	plombe	obj	NOUN	économie	1	9.718142150400904
VERB	fragiliser	obj	NOUN	mouvement	1	8.441493933204038
VERB	plombe	nsubj	NOUN	grogne	1	13.931921441432646
VERB	dénoncer	obj	NOUN	procédé	1	8.488609488158625
VERB	autoriser	dans	NOUN	etat	1	10.455107744567112
VERB	constituer	de	NOUN	torture	1	15.253849536320008
VERB	effacer	d’	NOUN	aung	1	19.42377453776232
VERB	disputer	nsubj	NOUN	héritage	1	13.379380418403866
NOUN	sucre	nmod	NOUN	bonbon	1	17.42377453776232
VERB	joue	nsubj	NOUN	silence	3	12.691324424718607
VERB	changer	obj	NOUN	refrain	1	12.838812037041164
VERB	changer	obj	NOUN	pseudo	1	14.42377453776232
VERB	mettre	obj	NOUN	idée	1	5.130374738075867
NOUN	opposition	nmod	NOUN	opposition	1	11.48126003242308
NOUN	opposition	nmod	NOUN	génération	1	11.861532113541248
VERB	mettre	à	NOUN	profit	1	8.404878916640671
VERB	engager	obj	NOUN	volonté	1	11.12456651937504
VERB	engager	dans	NOUN	métropole	1	10.379380418403866
VERB	engager	de	NOUN	volonté	1	11.931921441432646
VERB	bouger	obj	NOUN	restauration	1	13.33631169651198
VERB	traiter	obj	NOUN	manifestant	1	11.648987478161146
NOUN	orbán	nmod	NOUN	charge	1	11.869185686084682
NOUN	orbán	nmod	NOUN	conseil	1	9.730287580262994
VERB	devoir	nsubj	NOUN	cour	2	5.701607397980467
VERB	pouvoir	nsubj	NOUN	risque	1	3.7900981278699986
VERB	statuer	dans	NOUN	affaire	1	11.401406724733866
VERB	abattre	obj	NOUN	soixantaine	1	11.81644422401271
NOUN	ministère	nmod	NOUN	vendredi	1	6.985242560000737
NOUN	ministère	nmod	NOUN	présence	1	9.987062995625106
NOUN	réponse	nmod	NOUN	désinformation	1	13.101846442874958
VERB	organiser	obj	NOUN	référendum	2	10.376650625648294
VERB	souhaiter	nsubj	NOUN	pourcent	1	4.89281961264439
VERB	engager	à	VERB	organiser	1	8.238899194854037
VERB	engager	dans	NOUN	mois	1	7.299653225933132
VERB	organiser	dans	NOUN	mois	1	7.12972822449082
VERB	manifester	nsubj	NOUN	million	2	6.636688213210703
NOUN	eldorado	nmod	NOUN	année	1	9.98498268518406
VERB	rappeler	au	NOUN	printemps	2	12.31525008098415
VERB	manifester	pendant	NOUN	mois	2	10.299653225933133
NOUN	pédophilie	nmod	NOUN	corruption	1	14.779918347987595
NOUN	corruption	nmod	NOUN	face	1	8.535031288864062
NOUN	corruption	nmod	NOUN	occasion	1	10.253849536320008
VERB	promettre	nsubj	NOUN	colère	1	4.663574386750127
VERB	promettre	de	VERB	respecter	1	9.101846442874958
VERB	rêver	obj	NOUN	monde	2	8.754003649236802
VERB	accélérer	obj	NOUN	pratique	2	10.280391323772498
VERB	devoir	nsubj	NOUN	jo	2	4.824878772882202
NOUN	jeu	nmod	NOUN	tremplin	2	14.03145711498356
VERB	permettre	de	VERB	accélérer	2	8.75755053495914
VERB	devoir	au	NOUN	épreuve	2	12.516883942153802
VERB	commencer	à	NOUN	école	2	8.09453879602852
VERB	devenir	obj	NOUN	auchan	1	12.964342919125023
VERB	découvrir	obj	NOUN	magasin	1	6.700540236868942
VERB	aller	nsubj	NOUN	magasin	2	6.211962272572129
VERB	être	nsubj	NOUN	mousquetaire	1	10.487136598759749
VERB	passer	sou	NOUN	pavillon	1	13.294491520817353
VERB	observer	obj	NOUN	problème	1	9.409754067447386
NOUN	blocage	nmod	NOUN	micro	1	10.173476119855987
VERB	observer	en	NOUN	raison	1	11.553409818178915
VERB	régulariser	obj	NOUN	personne	1	8.805389035503714
VERB	travailler	obj	NOUN	invité	1	7.510885201532358
VERB	plaider	nsubj	NOUN	u2p	1	13.838812037041164
VERB	travailler	depuis	NOUN	année	1	9.98498268518406
VERB	enregistrer	obj	NOUN	an	3	5.818063540351435
VERB	enregistrer	obj	NOUN	déclaration	1	7.92293265820539
VERB	enregistrer	nsubj	NOUN	agence	1	8.75755053495914
VERB	enregistrer	au	NOUN	total	1	12.379380418403866
VERB	demande	obj	NOUN	plan	2	8.199772863564215
VERB	aller	nsubj	NOUN	filiale	1	6.513131807292694
VERB	aller	nsubj	NOUN	laiterie	1	11.320486729350298
VERB	annoncer	obj	NOUN	sanction	3	7.457990253100233
VERB	trembler	nsubj	NOUN	main	1	11.12456651937504
VERB	annoncer	obj	NOUN	mise	1	4.39190106264246
VERB	annoncer	en	NOUN	déplacement	2	10.209455416961553
VERB	concerner	obj	NOUN	colère	1	4.065672830321472
VERB	charger	un	NOUN	retraite	1	11.989146310125596
VERB	pencher	sur	NOUN	annonce	3	6.9512529196845785
VERB	concerner	dans	NOUN	émission	1	9.769138509234352
VERB	retrouver	obj	NOUN	forme	3	5.9794929549546065
VERB	retrouver	nsubj	NOUN	cac	2	9.340295210430478
NOUN	data	nmod	NOUN	milliard	1	10.964342919125023
VERB	terminer	obj	NOUN	semaine	1	7.121992575711214
VERB	pencher	sur	NOUN	croissance	1	7.057452323516504
VERB	passer	devant	NOUN	gestion	1	11.110891582477965
VERB	pencher	dans	NOUN	émission	11	9.980642614428064
VERB	annoncer	obj	NOUN	annulation	1	7.288065251657921
NOUN	gsd	nmod	NOUN	gestion	4	12.695854083199121
NOUN	directeur	nmod	NOUN	action	2	7.4135961337417795
VERB	refaire	obj	NOUN	séance	7	12.699747999303613
NOUN	directeur	nmod	NOUN	général	2	6.862247913625834
NOUN	alerte	nmod	NOUN	trader	6	11.921274197233137
NOUN	seuil	nmod	NOUN	vendredi	1	9.79259748205834
VERB	aborder	obj	NOUN	hausse	2	7.59207143854802
VERB	porter	par	NOUN	luxe	1	9.733776566342874
VERB	aborder	dans	NOUN	plan	2	9.730287580262994
VERB	investir	en	NOUN	bourse	3	10.655590212985393
VERB	gérer	obj	NOUN	site	1	7.510885201532358
VERB	demande	obj	NOUN	compétence	1	10.81644422401271
NOUN	site	nmod	NOUN	vitrine	1	11.876880077874683
NOUN	économie	nmod	NOUN	croissance	2	11.253849536320008
VERB	manifester	avec	NOUN	tracteur	1	13.274027418257639
VERB	ironiser	sur	NOUN	poids	1	11.809064693647112
VERB	apprécier	nsubj	NOUN	expert	1	10.49896203415654
NOUN	gestion	nmod	NOUN	gestion	1	10.373925988311758
VERB	note	obj	NOUN	problème	1	10.54725759119732
VERB	note	nsubj	NOUN	patron	1	11.401406724733866
VERB	promettre	obj	NOUN	sanction	1	8.412547282339066
VERB	sanctionner	à	NOUN	hauteur	1	12.590884523597579
VERB	chuter	obj	NOUN	cours	2	9.524417614839209
VERB	aller	nsubj	NOUN	gouvernement	5	4.5105578636288675
VERB	anticiper	obj	NOUN	bitcoin	1	9.908074699478277
VERB	anticiper	nsubj	NOUN	investisseur	1	11.629358671412215
VERB	anticiper	dans	NOUN	rapport	1	11.876880077874683
VERB	lancer	dans	NOUN	cryptomonnaie	1	9.853918929431371
VERB	léguer	obj	NOUN	million	1	10.884615726654289
VERB	profiter	obj	NOUN	jeu	1	7.617224915776359
VERB	voici	obj	NOUN	portable	1	8.812749740454969
VERB	concevoir	par	NOUN	marque	1	10.629358671412215
VERB	perdre	obj	NOUN	temps	1	5.735524228629141
VERB	profiter	nsubj	NOUN	tv	1	11.838812037041164
VERB	concerner	obj	NOUN	tablette	1	9.03145711498356
VERB	noter	avec	NOUN	centaine	1	11.528956774454377
VERB	convaincre	par	NOUN	qualité	1	10.426595056824699
VERB	envahir	obj	NOUN	réseau	1	8.555723684017162
VERB	envahir	de	NOUN	image	1	11.299653225933133
VERB	imaginer	obj	NOUN	marque	1	8.406966250075765
VERB	imaginer	obj	NOUN	jour	1	6.239209085316164
VERB	imaginer	nsubj	NOUN	président	1	8.744294438256874
NOUN	patron	nmod	NOUN	magic	1	14.42377453776232
NOUN	étendard	nmod	NOUN	-	1	7.008560938997033
VERB	porte	en	NOUN	étendard	1	18.42377453776232
VERB	imaginer	sur	NOUN	toit	1	14.516883942153802
VERB	hésiter	obj	NOUN	menace	1	11.809064693647112
VERB	hésiter	à	VERB	prendre	1	7.317211597317437
VERB	mettre	sur	NOUN	mesure	1	6.191353610586243
VERB	aller	nsubj	NOUN	ouverture	1	4.620047011209206
VERB	lire	obj	NOUN	podcast	1	9.016506773517587
VERB	lancer	obj	NOUN	smartphone	1	6.110466322330186
VERB	séduire	obj	NOUN	joueur	2	9.032530948334877
VERB	être	à	NOUN	origine	2	6.614810362843058
VERB	accompagner	dans	NOUN	sport	1	10.648987478161146
VERB	collecter	obj	NOUN	donnée	1	12.138372318900071
VERB	récupérer	obj	NOUN	donnée	1	9.81644422401271
VERB	collecter	nsubj	NOUN	réseau	1	10.363078606074765
VERB	servir	nsubj	NOUN	application	2	10.077260804596685
NOUN	notification	nmod	NOUN	chercheur	1	12.980831041913591
VERB	servir	pour	VERB	récupérer	1	14.469578227375445
VERB	collecter	grâce	NOUN	notification	1	17.101846442874958
NOUN	rapport	nmod	NOUN	qualité	1	9.774518360245006
VERB	bénéficier	de	NOUN	rapport	1	7.554951982987321
VERB	quitte	obj	NOUN	salle	1	9.138372318900071
VERB	juger	pour	NOUN	diffamation	1	11.635871978370888
VERB	quitte	en	NOUN	milieu	1	12.997509783060222
VERB	manger	obj	NOUN	biscuit	1	15.101846442874958
VERB	mourir	nsubj	NOUN	danseur	1	9.774518360245006
VERB	mourir	après	VERB	manger	1	12.578284486817944
VERB	exister	obj	NOUN	dizaine	1	9.180600554289368
VERB	trouver	obj	NOUN	refuge	2	9.262012794457645
VERB	trouver	nsubj	NOUN	lion	2	11.809064693647112
VERB	promener	obj	NOUN	lionceau	1	18.42377453776232
VERB	enfreindre	obj	NOUN	législation	1	14.964342919125023
VERB	posséder	obj	NOUN	autorisation	1	12.553409818178915
VERB	détenir	obj	NOUN	animal	1	10.695854083199121
VERB	accuser	de	VERB	enfreindre	1	12.357685347304548
VERB	enfreindre	sur	NOUN	environnement	1	13.233949978882302
NOUN	croquis	nmod	NOUN	ange	1	18.42377453776232
VERB	démissionner	obj	NOUN	professionnel	1	11.616419615704716
VERB	démissionner	nsubj	NOUN	directrice	1	10.446494614262404
VERB	mener	obj	NOUN	campagne	1	6.874230499460734
VERB	déclarer	nsubj	NOUN	femme	1	5.6194418115747045
VERB	mener	nsubj	NOUN	police	1	7.400366694622101
NOUN	sexisme	nmod	NOUN	opération	1	10.005922022876423
VERB	victime	de	NOUN	harcèlement	3	11.194955847266439
VERB	revoir	obj	NOUN	rendez-vous	2	9.804471582346633
VERB	passer	obj	NOUN	week	2	6.3906957316317
VERB	passer	obj	NOUN	end	2	6.5980207048792066
NOUN	top	nmod	NOUN	sortie	12	11.295350523546446
VERB	demander	obj	NOUN	maintien	1	9.114298183921214
VERB	menacer	de	NOUN	fermeture	2	9.054177191483644
VERB	lancer	par	NOUN	conseiller	1	10.209455416961553
VERB	obtenir	obj	NOUN	gel	2	11.033605581562137
VERB	devoir	nsubj	NOUN	prix	2	3.4458462270588512
VERB	dire	nsubj	NOUN	député	1	5.221497634718931
VERB	obtenir	sur	NOUN	autoroute	1	10.997509783060222
VERB	augmenter	dans	NOUN	mois	1	8.299653225933133
VERB	rejeter	obj	NOUN	accusion	1	14.42377453776232
VERB	défendre	dans	NOUN	entretien	1	12.294491520817353
VERB	avoir	obj	NOUN	contact	1	6.031188781486852
VERB	rejeter	obj	NOUN	accusation	1	8.446494614262404
VERB	défendre	nsubj	NOUN	chorégraphe	2	12.779918347987595
VERB	suspendre	obj	NOUN	interdiction	1	8.709529020096197
VERB	convoquer	devant	NOUN	justice	1	11.787149917218672
VERB	convoquer	en	NOUN	avril	1	13.274027418257639
VERB	juger	au	NOUN	tribunal	3	12.408824196296347
VERB	juger	en	NOUN	avril	2	10.689064917536482
VERB	juger	par	NOUN	personne	1	8.39035153622487
VERB	mettre	en	NOUN	contact	1	7.496366924813288
VERB	mettre	avec	NOUN	victime	1	8.835059902180056
VERB	défendre	sur	NOUN	antenne	1	13.931921441432646
VERB	déposer	au	NOUN	parquet	1	11.268956428710215
VERB	présenter	nsubj	NOUN	personne	1	6.582996614167265
NOUN	colère	nmod	NOUN	personne	1	3.519986816641465
VERB	manifester	dans	NOUN	cadre	1	11.401406724733866
VERB	atteindre	obj	NOUN	degré	1	6.2241021929259555
VERB	atteindre	nsubj	NOUN	commune	1	7.783529601539974
NOUN	c	nmod	NOUN	jeudi	1	6.460517181129272
VERB	confronter	à	NOUN	type	1	10.91994879976657
NOUN	sortie	nmod	NOUN	vendredi	6	8.570205060721893
VERB	découvrir	au	NOUN	centre	1	9.758438620577143
VERB	reprendre	nsubj	NOUN	théâtre	1	8.27656961282009
VERB	pouvoir	nsubj	NOUN	théâtre	1	5.077260804596684
VERB	reprendre	de	NOUN	activité	1	9.873027752379077
VERB	annoncer	obj	NOUN	multinationale	1	7.650635331042628
VERB	aller	nsubj	NOUN	combat	1	4.861055110713001
VERB	annoncer	dans	NOUN	communiqué	4	11.293203974956894
VERB	agir	pour	NOUN	président	1	8.744294438256874
VERB	devenir	obj	NOUN	indication	1	10.64241482423766
NOUN	indication	nmod	NOUN	inpi	1	19.42377453776232
VERB	interpeller	obj	NOUN	barrage	1	9.539604018653884
NOUN	nord	nmod	NOUN	barrage	2	9.009089301955106
NOUN	a2	nmod	NOUN	niveau	1	11.989146310125596
VERB	reprendre	obj	NOUN	blocage	3	6.675162361025339
NOUN	autoroute	nmod	NOUN	lundi	1	5.06601637003994
VERB	décider	de	VERB	reprendre	1	6.586935178013603
VERB	décider	en	NOUN	fonction	1	10.900212581705308
VERB	cumuler	obj	NOUN	siècle	1	10.726807011528033
VERB	cumuler	nsubj	NOUN	personne	1	8.39035153622487
VERB	valoir	de	VERB	célébrer	1	13.066222533144236
VERB	fêter	en	NOUN	temps	1	11.64241482423766
VERB	célébrer	à	NOUN	établissement	1	12.64241482423766
VERB	pratiquer	obj	NOUN	massage	1	15.616419615704716
VERB	pratiquer	nsubj	NOUN	enseignant	1	12.446494614262404
NOUN	nord	nmod	NOUN	enseignant	1	8.746054896121311
NOUN	enseignant	nmod	NOUN	élève	1	11.469578227375445
VERB	victime	de	NOUN	arrêt	1	9.387600925208835
VERB	victime	en	NOUN	classe	1	12.682307551361173
VERB	pratiquer	au	NOUN	téléphone	1	13.997509783060222
VERB	continuer	nsubj	NOUN	agriculteur	17	6.348816545177867
VERB	continuer	de	VERB	bloquer	2	6.432961458608711
VERB	bloquer	dans	NOUN	nord	1	7.072559215906712
VERB	bloquer	par	NOUN	dizaine	1	7.811366744623649
NOUN	colère	nmod	NOUN	convoi	2	8.59921350779204
VERB	valider	par	NOUN	sous-préfecture	1	15.838812037041164
VERB	semer	obj	NOUN	panique	2	14.101846442874958
VERB	frôler	obj	NOUN	autoroute	1	8.997509783060222
VERB	survoler	obj	NOUN	motte	1	16.838812037041162
VERB	survoler	obj	NOUN	autoroute	1	10.997509783060222
VERB	frôler	obj	NOUN	voiture	1	8.64241482423766
VERB	semer	nsubj	NOUN	avion	1	10.110891582477965
VERB	mettre	nsubj	NOUN	avion	1	6.037642600447326
NOUN	autoroute	nmod	NOUN	mardi	1	5.201432434513207
VERB	mettre	à	VERB	dévier	1	12.048735106415394
VERB	commencer	à	VERB	survoler	1	12.884615726654289
VERB	dévier	de	NOUN	trajectoire	1	15.964342919125023
VERB	survoler	en	NOUN	rase	1	16.838812037041162
VERB	empêcher	obj	NOUN	acte	4	9.79441791768271
VERB	appeler	nsubj	NOUN	cour	4	8.436510525689782
VERB	appeler	à	VERB	empêcher	3	7.975141970031768
VERB	bloquer	obj	NOUN	a43	1	9.987062995625106
VERB	aller	nsubj	NOUN	cinquantaine	2	8.150561727907986
VERB	bloquer	nsubj	NOUN	cinquantaine	1	9.931921441432644
VERB	rassembler	obj	NOUN	utilisateur	1	11.42377453776232
VERB	expliquer	obj	NOUN	fonctionnalité	1	10.861532113541248
VERB	présente	obj	NOUN	concept	1	9.260124861746496
VERB	attendre	face	NOUN	colère	1	8.873027752379077
VERB	exprimer	en	NOUN	fin	1	10.325742454801793
VERB	mettre	obj	NOUN	contrôle	1	4.719060324839741
VERB	rendre	nsubj	NOUN	préfet	1	6.958463228885137
VERB	rendre	au	NOUN	congrès	1	10.528956774454377
VERB	effectuer	dans	NOUN	commerce	1	11.980831041913591
VERB	aborder	obj	NOUN	question	4	8.810906040471279
VERB	lever	après	NOUN	jour	2	10.046564007373767
VERB	poursuivre	sur	NOUN	axe	1	11.294491520817353
VERB	bloquer	obj	NOUN	agriculteur	2	2.9718470867325424
VERB	mobiliser	nsubj	NOUN	axe	1	9.03145711498356
VERB	prévoir	obj	NOUN	opération	3	7.927919510875149
VERB	prévoir	nsubj	NOUN	taxi	1	8.683150493272906
NOUN	opération	nmod	NOUN	lundi	3	5.944710073817807
VERB	mener	dans	NOUN	métropole	1	10.379380418403866
VERB	tenir	nsubj	NOUN	congrès	1	9.382115386125106
VERB	retenir	de	NOUN	congrès	1	9.014383601624619
VERB	tenir	dans	NOUN	rhône	1	10.915979897563624
VERB	apaiser	obj	NOUN	tension	1	10.616419615704716
VERB	apaiser	nsubj	NOUN	congrès	1	14.33631169651198
VERB	mettre	obj	NOUN	distribution	1	5.35524814891607
VERB	réclamer	nsubj	NOUN	parent	2	9.69926068464237
VERB	agresser	à	NOUN	grille	1	15.964342919125023
VERB	réclamer	de	NOUN	établissement	2	12.64241482423766
VERB	juger	pour	NOUN	prise	1	8.490821645567605
VERB	dénoncer	obj	NOUN	escroquerie	1	7.140686184738318
VERB	dénoncer	obj	NOUN	client	1	5.62611301190856
VERB	condamner	pour	NOUN	prise	1	7.671393891209426
VERB	mobiliser	nsubj	NOUN	parent	4	10.284223185363526
VERB	victime	de	NOUN	attouchement	1	14.516883942153802
VERB	réunir	obj	NOUN	comédien	1	8.726807011528033
VERB	découvrir	obj	NOUN	spécificité	1	10.001709771589507
NOUN	a54	nmod	NOUN	a54	1	14.253849536320008
VERB	poursuivre	sur	NOUN	a54	2	13.931921441432644
VERB	réanimer	obj	NOUN	victime	1	11.156987997067418
VERB	retrouver	dans	NOUN	arrondissement	4	9.810906040471279
VERB	mobiliser	sur	NOUN	place	1	8.530473006901756
VERB	élever	nsubj	NOUN	indemnité	1	12.175847024318735
VERB	tomber	pour	NOUN	transfert	1	13.21432117213337
VERB	estime	obj	NOUN	sénateur	1	11.487136598759749
NOUN	disparition	nmod	NOUN	risque	1	8.284862819619576
VERB	sauver	obj	NOUN	proposition	1	7.288065251657921
VERB	sauver	obj	NOUN	justice	1	6.295296820888996
NOUN	journaliste	nmod	NOUN	police	5	10.923928650679114
NOUN	compte	nmod	NOUN	journaliste	1	7.078092089575541
VERB	mettre	à	NOUN	règlement	2	10.348295388274302
NOUN	a54	nmod	NOUN	agriculteur	1	7.601203706812152
VERB	expliquer	obj	NOUN	journaliste	2	6.0077027616841425
VERB	expliquer	nsubj	NOUN	journaliste	3	7.525551066546762
NOUN	règlement	nmod	NOUN	mort	1	10.553409818178915
NOUN	journaliste	nmod	NOUN	-	1	3.686632844109671
NOUN	journaliste	nmod	NOUN	justice	1	8.465221822331308
VERB	lier	à	NOUN	règlement	1	10.678940700262775
VERB	lier	depuis	NOUN	début	1	11.487136598759749
VERB	voir	avec	NOUN	mort	1	7.746054896121311
VERB	estimer	nsubj	NOUN	parent	1	7.824791566726229
VERB	être	nsubj	NOUN	solution	1	6.650635331042628
VERB	suspendre	au	NOUN	collège	1	12.057452323516504
VERB	supendu	après	NOUN	consultation	1	14.838812037041164
VERB	faire	de	NOUN	opposition	1	6.978759691893897
VERB	paralyser	obj	NOUN	tram	1	14.779918347987595
NOUN	métropole	nmod	NOUN	jeudi	1	8.91994879976657
VERB	publier	par	NOUN	métropole	1	10.79441791768271
VERB	faire	nsubj	NOUN	accident	3	6.225329496309958
NOUN	blessé	nmod	NOUN	rue	1	11.765563055010524
NOUN	soirée	nmod	NOUN	jeudi	1	8.91994879976657
VERB	dormir	nsubj	NOUN	trentaine	1	13.379380418403866
NOUN	colère	nmod	NOUN	plateforme	1	5.646519222570396
VERB	dormir	sur	NOUN	a54	1	13.668887035598852
VERB	pénaliser	obj	NOUN	passage	1	10.092857659647702
VERB	confirmer	nsubj	NOUN	président	2	5.574369436814561
VERB	confirmer	dans	NOUN	viseur	1	13.751349195790825
VERB	pénaliser	en	NOUN	3	1	11.528956774454377
VERB	pénaliser	dans	NOUN	mesure	1	10.7763161113074
VERB	joue	au	NOUN	poste	1	10.908074699478277
VERB	soutenir	obj	NOUN	équipe	1	6.346958940711489
VERB	appeler	nsubj	NOUN	entraîneur	1	7.436510525689782
VERB	appeler	à	NOUN	supporter	2	7.108766534161963
VERB	lancer	obj	NOUN	procédure	1	7.06155672184924
VERB	confirmer	nsubj	NOUN	gouvernement	1	5.121992575711214
VERB	atteindre	de	VERB	covid-19	1	9.943994273733221
VERB	lancer	contre	NOUN	médecin	1	10.62611301190856
VERB	déclarer	sur	NOUN	patient	1	12.005922022876423
VERB	devenir	nsubj	NOUN	ovni	1	11.931921441432644
VERB	revenir	nsubj	NOUN	podcast	1	7.095941241011992
NOUN	podcast	nmod	NOUN	an	2	7.171700494966136
VERB	rencontrer	à	NOUN	reprise	1	13.03145711498356
VERB	revenir	sur	NOUN	coulisse	3	7.3683791136531
VERB	arriver	à	NOUN	côté	1	7.562687631766926
VERB	perturber	sur	NOUN	a6	1	12.469578227375445
NOUN	agriculteur	nmod	NOUN	point	1	4.935934503939269
NOUN	blocage	nmod	NOUN	kilomètre	1	8.336974852138866
VERB	continuer	obj	NOUN	combat	1	8.572025496346262
VERB	rester	nsubj	NOUN	agriculteur	1	2.873283252248953
VERB	rester	dans	NOUN	yveline	1	10.668887035598852
VERB	continuer	pour	NOUN	instant	1	14.03145711498356
VERB	dépêcher	sur	NOUN	place	1	11.115435507622912
VERB	harceler	obj	NOUN	influenceuse	1	16.253849536320008
VERB	harceler	depuis	NOUN	an	1	8.756662995687293
VERB	condamner	à	NOUN	reprise	1	6.764670574288658
VERB	trembler	obj	NOUN	émotion	1	13.31525008098415
VERB	trembler	nsubj	NOUN	arme	1	11.34695894071149
NOUN	émotion	nmod	NOUN	jour	1	8.046564007373767
NOUN	émotion	nmod	NOUN	hôtesse	1	14.42377453776232
NOUN	émotion	nmod	NOUN	assaillant	1	13.516883942153802
VERB	trembler	contre	NOUN	crâne	1	17.838812037041162
VERB	trembler	au	NOUN	procès	1	12.590884523597579
VERB	indiquer	obj	NOUN	préfecture	2	9.869185686084682
NOUN	colère	nmod	NOUN	bâtiment	2	7.59921350779204
NOUN	manifestation	nmod	NOUN	vendredi	2	7.333165863421044
VERB	incendier	en	NOUN	marge	2	12.194955847266439
VERB	ligoter	obj	NOUN	nourrice	1	17.838812037041162
NOUN	home-jacking	nmod	NOUN	malfaiteur	1	17.42377453776232
VERB	cibler	par	NOUN	home-jacking	1	14.616419615704716
VERB	repartir	avec	NOUN	bijou	1	14.964342919125023
VERB	avoir	obj	NOUN	balle	1	5.069662929301487
VERB	témoigner	nsubj	NOUN	témoignage	1	8.897275298625754
VERB	avoir	dans	NOUN	tête	1	7.046835216142475
VERB	penser	pour	NOUN	instant	1	14.03145711498356
VERB	supprimer	obj	NOUN	hausse	1	6.137505575082539
VERB	retenir	pour	NOUN	agriculteur	1	7.016241206090996
NOUN	secrétaire	nmod	NOUN	fdsea	1	11.253849536320008
VERB	opposer	de	NOUN	manière	1	13.31525008098415
VERB	opposer	à	NOUN	signature	1	12.03145711498356
VERB	parler	à	NOUN	agriculteur	2	6.793848784754548
VERB	débloquer	en	NOUN	soutien	1	12.565793542634747
VERB	simplifier	obj	NOUN	politique	1	7.363078606074765
VERB	doubler	obj	NOUN	fonds	1	10.276569612820092
VERB	soutenir	obj	NOUN	exploitation	1	8.268956428710215
VERB	toucher	par	NOUN	tempête	1	8.317211597317437
VERB	annoncer	obj	NOUN	renforcement	3	10.042952753821389
VERB	réunir	obj	NOUN	représentant	1	8.594051802676262
VERB	aller	nsubj	NOUN	préfet	1	4.877543233501569
VERB	falloir	obj	NOUN	preuve	1	10.668887035598852
VERB	opposer	obj	NOUN	défense	3	10.915979897563624
VERB	lancer	dès	NOUN	mobilisation	1	11.248848855261642
VERB	battre	pour	NOUN	indépendance	1	12.528956774454377
VERB	entendre	nsubj	NOUN	gouvernement	1	5.969989482266165
VERB	mettre	obj	NOUN	agriculture	2	4.910108617847807
