catégorie	lemme	relation	catégorie	lemme	compte	IM
VERB	partager	de	NOUN	photo	1	12.119993789585216
VERB	laisser	en	NOUN	intérieur	1	12.379380418403866
NOUN	grand'place	nmod	NOUN	département	1	11.629358671412215
VERB	voir	sou	NOUN	neige	1	10.022895101480135
VERB	frappe	obj	NOUN	commune	1	9.590884523597579
VERB	déposer	obj	NOUN	vidéo	30	9.995833205252838
VERB	frappe	nsubj	NOUN	orage	7	13.482936610230464
VERB	faire	comme	NOUN	témoin	6	12.227377324958816
VERB	abattre	nsubj	NOUN	orage	7	13.21990220439667
VERB	accompagner	de	NOUN	grêle	2	12.379380418403866
VERB	abattre	dans	NOUN	commune	1	9.268956428710215
VERB	abattre	obj	NOUN	vidéo	3	8.9507453157243
VERB	abattre	nsubj	NOUN	épisode	2	10.110891582477965
VERB	noircir	nsubj	NOUN	ciel	1	13.42377453776232
VERB	abattre	dans	NOUN	var	3	10.557525926651147
VERB	abattre	sur	NOUN	commune	1	10.590884523597579
VERB	déplacer	sur	NOUN	hauteur	1	12.590884523597579
VERB	déplacer	vers	NOUN	heure	1	9.55958839310804
VERB	témoigner	obj	NOUN	vidéo	1	7.066222533144236
VERB	abattre	vers	NOUN	heure	1	10.55958839310804
VERB	abattre	dans	NOUN	département	1	8.307430576524851
VERB	frappe	obj	NOUN	rhône	2	11.723334819621227
VERB	accompagner	de	NOUN	grêlon	2	14.516883942153802
VERB	abattre	dans	NOUN	rhône	1	10.401406724733866
VERB	frappe	obj	NOUN	vidéo	1	8.066222533144236
VERB	abattre	sur	NOUN	cinq	1	9.876880077874683
VERB	abattre	nsubj	NOUN	tempête	2	10.861532113541248
VERB	frappe	nsubj	NOUN	tempête	1	10.12456651937504
VERB	voir	de	NOUN	jamai	1	16.616419615704714
VERB	occasionner	obj	NOUN	dégât	1	11.54725759119732
VERB	abattre	pendant	NOUN	minute	1	13.469578227375445
VERB	abattre	nsubj	NOUN	méga-octet	1	13.516883942153802
NOUN	méga-octet	nmod	NOUN	orage	1	12.997509783060222
NOUN	témoin	nmod	NOUN	eau	1	9.044396170691059
NOUN	témoin	nmod	NOUN	vidéo	2	9.48126003242308
VERB	retrouver	sou	NOUN	eau	1	9.307430576524851
VERB	traverser	obj	NOUN	ville	1	8.303536660420361
VERB	traverser	nsubj	NOUN	orage	1	10.190154861002618
VERB	unir	nsubj	NOUN	voisin	1	12.931921441432646
VERB	unir	après	NOUN	passage	1	12.900212581705308
VERB	faire	obj	NOUN	retour	13	5.482719875453388
VERB	faire	nsubj	NOUN	flocon	1	8.69926068464237
NOUN	mardi	nmod	NOUN	06	3	11.68906491753648
NOUN	06	nmod	NOUN	avril	3	12.858989918978795
VERB	faire	dans	NOUN	yveline	1	10.299653225933133
VERB	hivernale	avec	NOUN	grain	1	18.42377453776232
VERB	revenir	nsubj	NOUN	hiver	1	6.044802392020192
VERB	revenir	avec	NOUN	neige	1	8.852970100037822
VERB	toucher	nsubj	NOUN	chute	1	8.740779954080637
NOUN	eure-et-loir	nmod	NOUN	neige	1	12.022895101480135
NOUN	neige	nmod	NOUN	finistère	1	11.553409818178915
NOUN	samedi	nmod	NOUN	06	1	11.299653225933133
NOUN	06	nmod	NOUN	février	1	6.872066276141632
VERB	toucher	en	NOUN	haute-savoie	1	16.838812037041162
VERB	toucher	par	NOUN	remontée	1	10.594051802676262
VERB	lever	sou	NOUN	ciel	1	13.42377453776232
VERB	déborder	sur	NOUN	quai	2	14.21432117213337
VERB	déborder	suite	NOUN	intempérie	1	15.101846442874958
NOUN	témoin	nmod	NOUN	neige	1	9.437932600758979
VERB	tomber	en	NOUN	abondance	2	16.42377453776232
VERB	fermer	obj	NOUN	porte	9	10.395254497752271
VERB	devoir	nsubj	NOUN	cure	1	10.55958839310804
VERB	fermer	pour	NOUN	problème	1	11.869185686084682
VERB	apprécier	obj	NOUN	message	1	11.565793542634747
VERB	apprécier	nsubj	NOUN	partie	1	10.03145711498356
VERB	militer	pour	NOUN	geste	1	13.469578227375445
VERB	huer	par	NOUN	foule	1	15.964342919125023
VERB	élire	obj	NOUN	émission	1	8.769138509234352
VERB	élire	nsubj	NOUN	place	1	8.79350741273555
VERB	devoir	nsubj	NOUN	récompense	1	6.605392082721164
VERB	regagner	nsubj	NOUN	agent	1	11.553409818178915
VERB	traîner	par	NOUN	fuyard	1	19.42377453776232
VERB	interpeller	à	NOUN	issue	1	12.379380418403866
VERB	partager	obj	NOUN	cellule	1	9.714690725211977
VERB	posséder	obj	NOUN	cicatrice	1	16.253849536320008
VERB	traîner	obj	NOUN	policier	1	11.39035153622487
VERB	faire	obj	NOUN	appel	12	6.291877395698807
VERB	faire	nsubj	NOUN	parquet	4	6.714367577032578
VERB	condamner	à	NOUN	travail	3	6.388803672290492
VERB	faire	de	NOUN	condamnation	1	9.635871978370888
VERB	signaler	obj	NOUN	disparition	1	10.24138018435779
VERB	signaler	nsubj	NOUN	parent	1	10.869185686084682
VERB	rester	nsubj	NOUN	cause	1	6.1960081961159155
NOUN	inanimé	nmod	NOUN	dimanche	1	9.878810104973082
NOUN	jardin	nmod	NOUN	minute	1	12.469578227375445
VERB	rester	à	VERB	déterminer	1	11.379380418403866
VERB	retrouver	dans	NOUN	mare	1	12.668887035598852
VERB	mourir	au	NOUN	chu	1	14.101846442874958
VERB	donner	obj	NOUN	identité	1	8.303536660420361
VERB	refuser	de	VERB	donner	1	7.981349344430712
VERB	participer	à	NOUN	rodéo	1	13.294491520817353
VERB	effectuer	dans	NOUN	centre	1	10.758438620577143
NOUN	manifestation	nmod	NOUN	-	1	3.5491293203597363
NOUN	manifestation	nmod	NOUN	mai	1	9.79441791768271
NOUN	manifestation	nmod	NOUN	heurt	1	12.26390320098393
VERB	incendier	obj	NOUN	cathédrale	1	14.516883942153802
VERB	condamner	par	NOUN	tribunal	2	11.016506773517587
VERB	soupçonner	de	VERB	dérober	1	10.809064693647112
VERB	commettre	chez	NOUN	personne	1	10.39035153622487
VERB	dérober	de	NOUN	argent	1	12.294491520817353
VERB	dérober	chez	NOUN	personne	1	10.39035153622487
VERB	dénoncer	obj	NOUN	nuisance	1	8.62611301190856
VERB	annoncer	obj	NOUN	renfort	1	8.873027752379077
VERB	annoncer	nsubj	NOUN	insécurité	1	7.746054896121311
VERB	menacer	obj	NOUN	alimentation	1	9.978759691893897
NOUN	ville	nmod	NOUN	cause	1	7.531611227900354
NOUN	ville	nmod	NOUN	phénomène	1	9.100719777420673
NOUN	femme	nmod	NOUN	mairie	1	9.69926068464237
VERB	assurer	nsubj	NOUN	service	1	6.070627712264238
VERB	réfléchir	obj	NOUN	lumière	1	13.931921441432646
VERB	attirer	obj	NOUN	attention	4	11.145325079541838
VERB	montre	nsubj	NOUN	pêcheur	2	11.723334819621227
VERB	utiliser	nsubj	NOUN	rescapé	1	12.156987997067418
VERB	sauver	après	NOUN	heure	1	9.55958839310804
VERB	passer	par	NOUN	là	1	9.528956774454377
VERB	faire	nsubj	NOUN	collision	2	8.82479156672623
VERB	mettre	en	NOUN	cause	9	7.414373552615981
VERB	passer	à	NOUN	tour	1	5.920694186009391
VERB	passer	avec	NOUN	festivité	1	12.809064693647112
VERB	illuminer	obj	NOUN	ciel	1	12.42377453776232
VERB	célébrer	obj	NOUN	passage	1	8.812749740454969
VERB	illuminer	nsubj	NOUN	feu	1	10.233949978882302
VERB	tirer	depuis	NOUN	sky	1	17.42377453776232
VERB	passer	obj	NOUN	an	1	2.7122688763288387
VERB	préparer	à	VERB	passer	4	7.778791682533311
VERB	passer	sou	NOUN	chaleur	1	11.224102192925955
VERB	attendre	par	NOUN	conséquent	1	14.294491520817353
VERB	attendre	dans	NOUN	jour	1	7.046564007373768
VERB	suivre	par	NOUN	orage	1	11.412547282339066
VERB	mourir	nsubj	NOUN	adolescent	1	7.104666961937336
VERB	parvenir	nsubj	NOUN	secours	1	9.861532113541248
VERB	parvenir	à	VERB	réanimer	1	14.101846442874958
VERB	mourir	dans	NOUN	attaque	1	6.549945962875344
VERB	tuer	par	NOUN	requin	1	10.057452323516504
VERB	tuer	dans	NOUN	spot	1	10.395868541192435
VERB	reculer	de	NOUN	état	1	7.551099657491714
VERB	toucher	nsubj	NOUN	orage	1	10.412547282339066
VERB	toucher	pendant	NOUN	période	1	12.723334819621227
VERB	tuer	dans	NOUN	pays	1	6.3290370327142265
VERB	tuer	après	NOUN	passage	1	11.900212581705308
VERB	âger	de	NOUN	an	1	7.171700494966136
VERB	emporter	par	NOUN	canalisation	1	16.838812037041162
VERB	prévoir	obj	NOUN	épisode	1	7.447926569755535
VERB	prévoir	nsubj	NOUN	service	1	6.797609217857821
NOUN	mort	nmod	NOUN	soir	1	6.807455440785454
VERB	appeler	obj	NOUN	habitant	1	6.3310173968424674
VERB	appeler	nsubj	NOUN	commissaire	1	9.487136598759749
NOUN	intempérie	nmod	NOUN	crocodile	1	16.838812037041162
VERB	apercevoir	dans	NOUN	rue	1	12.765563055010524
VERB	remonter	obj	NOUN	cours	1	7.9394551141180525
VERB	remonter	nsubj	NOUN	crocodile	1	14.838812037041164
VERB	retrouver	nsubj	NOUN	personne	1	4.436155225837995
VERB	être	nsubj	NOUN	disparition	1	6.919452089470428
NOUN	nord	nmod	NOUN	passage	1	8.199772863564215
VERB	engloutir	sou	NOUN	eau	1	11.629358671412215
VERB	retrouver	au	NOUN	total	1	10.209455416961553
VERB	retrouver	sans	NOUN	électricité	1	10.152311509857945
VERB	évacuer	dans	NOUN	nuit	2	9.400020184462903
VERB	être	pour	NOUN	moment	2	9.077260804596685
VERB	attendre	nsubj	NOUN	pluie	1	7.853918929431372
VERB	évacuer	à	NOUN	cause	1	10.923928650679114
VERB	évacuer	dans	NOUN	nord-est	1	13.03145711498356
VERB	évacuer	par	NOUN	équipe	1	9.083924534877696
VERB	évacuer	selon	NOUN	police	1	11.923928650679114
VERB	attendre	dans	NOUN	journée	1	8.609993346545282
VERB	abandonner	obj	NOUN	dispositif	1	9.56734900913679
VERB	invoquer	obj	NOUN	raison	1	9.231481723291553
VERB	justifier	obj	NOUN	décision	2	8.65890294702623
VERB	craindre	obj	NOUN	risque	1	6.93693951619927
VERB	entrer	nsubj	NOUN	loi	1	7.2563563919305825
VERB	décider	de	VERB	abandonner	3	9.956168987679323
VERB	prévenir	obj	NOUN	catastrophe	1	9.67558168817286
NOUN	blocus	nmod	NOUN	manifestant	1	12.233949978882302
VERB	arrêter	par	NOUN	police	1	10.923928650679114
VERB	participer	au	NOUN	blocus	1	11.553409818178915
VERB	offrir	obj	NOUN	asile	1	8.802638424487679
VERB	offrir	obj	NOUN	archipel	1	8.150561727907986
VERB	menacer	par	NOUN	montée	1	11.057452323516504
VERB	décrire	obj	NOUN	scène	1	8.633426041010406
VERB	voir	dans	NOUN	gueule	2	12.931921441432644
VERB	voir	pour	NOUN	fois	8	10.997509783060222
VERB	abattre	obj	NOUN	cheval	2	12.635871978370888
VERB	protéger	obj	NOUN	écosystème	1	9.964342919125023
VERB	recommencer	à	VERB	abattre	1	12.64241482423766
VERB	vouloir	nsubj	NOUN	autorité	1	4.855877863069081
VERB	abattre	par	NOUN	hélicoptère	2	14.138372318900071
VERB	considérer	comme	NOUN	animal	1	9.695854083199121
VERB	livrer	à	NOUN	concours	1	14.379380418403866
VERB	noyer	obj	NOUN	chien	1	12.838812037041164
VERB	faire	obj	NOUN	million	1	1.5514603763436718
VERB	tente	nsubj	NOUN	kangourou	1	14.33631169651198
VERB	tourner	nsubj	NOUN	vidéo	1	7.7442944382568735
VERB	tente	de	VERB	noyer	1	12.138372318900071
VERB	rejeter	obj	NOUN	référendum	1	9.900212581705308
VERB	rejeter	nsubj	NOUN	australien	1	10.616419615704716
VERB	rejeter	sur	NOUN	droit	1	10.91994879976657
VERB	stopper	obj	NOUN	vie	1	8.061830764027079
VERB	prolonger	obj	NOUN	aventure	2	12.709529020096197
VERB	passer	nsubj	NOUN	couple	1	7.051997893424396
VERB	décider	à	VERB	stopper	1	13.516883942153802
VERB	prévoir	de	VERB	prolonger	1	10.044396170691059
VERB	aller	en	NOUN	maison	1	8.299653225933133
VERB	prolonger	pour	NOUN	an	1	7.756662995687292
VERB	écope	de	NOUN	amende	2	12.578284486817944
VERB	surfer	avec	NOUN	python	1	17.838812037041162
VERB	envahir	obj	NOUN	ville	2	9.081144239083912
VERB	fermer	obj	NOUN	fenêtre	1	11.609993346545282
VERB	réduire	obj	NOUN	charge	1	7.345623730027669
VERB	envahir	nsubj	NOUN	fumée	1	13.64241482423766
VERB	brûler	nsubj	NOUN	feu	1	11.233949978882302
VERB	inviter	à	VERB	fermer	1	9.12456651937504
VERB	lier	à	NOUN	incendie	1	6.863680580119824
VERB	allumer	par	NOUN	pompier	2	13.294491520817353
VERB	allumer	avant	NOUN	saison	1	11.622874637842015
VERB	brûler	en	NOUN	périphérie	1	17.42377453776232
VERB	rester	au	NOUN	maximum	1	13.014383601624619
VERB	fermer	dans	NOUN	mesure	1	7.776316111307399
VERB	réduire	en	NOUN	prévision	1	10.980831041913591
VERB	allumer	dans	NOUN	périphérie	1	17.42377453776232
VERB	raconter	obj	NOUN	sauvetage	2	10.950068788142904
VERB	raconter	nsubj	NOUN	français	6	6.176292003001403
VERB	témoigner	nsubj	NOUN	marin	1	9.609993346545282
VERB	embarquer	sur	NOUN	bateau	1	14.516883942153802
VERB	attaquer	par	NOUN	requin	3	13.964342919125022
VERB	témoigner	de	NOUN	mésaventure	1	13.964342919125023
VERB	sauver	de	NOUN	catamaran	1	15.03145711498356
VERB	endommager	après	NOUN	attaque	1	11.304833465038813
VERB	sauver	par	NOUN	cargo	1	14.516883942153802
VERB	enregistrer	obj	NOUN	hiver	1	7.249160890526378
VERB	enregistrer	de	NOUN	histoire	1	9.704385716820237
NOUN	nuit	nmod	NOUN	mobilisation	1	6.926920760374278
NOUN	nuit	nmod	NOUN	maraude	2	12.779918347987595
VERB	organiser	dans	NOUN	métro	2	12.166386695069669
VERB	sans-abri	obj	NOUN	évolution	1	13.253849536320008
NOUN	évolution	nmod	NOUN	mois	1	10.299653225933133
NOUN	profil	nmod	NOUN	année	1	8.400020184462903
VERB	sans-abri	obj	NOUN	samu	1	15.253849536320008
VERB	toucher	obj	NOUN	jour	1	5.461601506652611
VERB	revenir	sur	NOUN	épisode	2	6.875675120783933
NOUN	participation	nmod	NOUN	personne	1	8.805389035503714
NOUN	nuit	nmod	NOUN	membre	1	7.972563425929991
VERB	engager	dans	NOUN	rue	1	9.765563055010524
VERB	engager	pour	NOUN	nuit	1	8.663054590296698
VERB	démarrer	obj	NOUN	maraude	1	14.101846442874958
VERB	démarrer	nsubj	NOUN	nuit	1	8.177627763126456
VERB	débuter	nsubj	NOUN	maraude	1	11.147650132488081
VERB	débuter	pour	NOUN	édition	1	10.291917577153527
VERB	remplir	obj	NOUN	rôle	1	9.81644422401271
VERB	augmenter	nsubj	NOUN	sans-abrisme	1	13.723334819621227
VERB	remplir	nsubj	NOUN	état	1	9.873027752379077
VERB	sortir	de	NOUN	rue	1	7.3732456322317645
NOUN	nuit	nmod	NOUN	engagement	1	9.64241482423766
VERB	détailler	obj	NOUN	dispositif	1	7.929919088521498
VERB	préparer	nsubj	NOUN	nuit	1	5.699580466321811
VERB	préparer	pour	NOUN	soirée	1	10.446494614262404
VERB	prendre	obj	NOUN	succession	1	6.420080955024473
NOUN	conseil	nmod	NOUN	candidat	1	9.678940700262775
NOUN	groupe	nmod	NOUN	info	1	7.499704352176975
VERB	succéder	à	NOUN	tête	4	10.994367796248339
VERB	exporter	nsubj	NOUN	action	1	10.320486729350298
NOUN	édition	nmod	NOUN	nuit	1	8.663054590296698
VERB	prendre	après	NOUN	édition	2	9.876880077874683
VERB	tire	obj	NOUN	sonnette	1	13.838812037041164
VERB	tire	nsubj	NOUN	maire	1	8.993321986096788
VERB	tire	sur	NOUN	nombre	1	11.233949978882302
VERB	souhaiter	obj	NOUN	héritage	1	10.876880077874683
NOUN	jo	nmod	NOUN	nuit	1	6.815057683741747
VERB	souhaiter	en	NOUN	matière	1	13.31525008098415
VERB	souhaiter	grâce	NOUN	jo	1	11.689064917536482
VERB	regretter	obj	NOUN	maire	1	7.185967064039184
VERB	apporter	nsubj	NOUN	conseil	1	7.730287580262995
VERB	réjouir	de	NOUN	censure	2	10.761996439990332
VERB	décrire	obj	NOUN	situation	3	10.002410959958542
NOUN	nuit	nmod	NOUN	nuit	1	6.663054590296697
VERB	lancer	obj	NOUN	maire	1	4.122957266513384
VERB	organiser	obj	NOUN	bénévole	1	9.578284486817944
VERB	expliquer	nsubj	NOUN	directeur	1	6.126714985953618
NOUN	oscar	nmod	NOUN	oscar	1	11.79441791768271
VERB	distribuer	au	NOUN	théâtre	1	13.03145711498356
VERB	faire	nsubj	NOUN	-	2	-0.13099041340176015
VERB	utiliser	nsubj	NOUN	personne	1	6.582996614167265
VERB	utiliser	depuis	NOUN	ouverture	1	11.138372318900071
VERB	utiliser	en	NOUN	octobre	1	11.838812037041164
VERB	parler	obj	NOUN	langue	2	12.716415405681436
VERB	aiguiller	obj	NOUN	voyageur	1	13.964342919125023
VERB	permettre	nsubj	NOUN	application	2	7.617829185959387
VERB	permettre	de	VERB	parler	2	5.911095793212596
VERB	permettre	à	NOUN	agent	2	9.184176008513196
VERB	chiffrer	à	NOUN	million	1	10.884615726654289
VERB	équiper	par	NOUN	outil	1	14.101846442874958
VERB	exiger	obj	NOUN	mesure	1	7.968961189249796
VERB	exiger	nsubj	NOUN	député	1	8.75755053495914
NOUN	environnement	nmod	NOUN	signataire	1	14.838812037041164
NOUN	mobilisation	nmod	NOUN	note	1	9.156987997067418
VERB	menacer	de	NOUN	mort	4	7.161092395400154
VERB	découvrir	à	NOUN	domicile	2	11.772722846583392
VERB	frapper	obj	NOUN	fils	2	10.069525155817079
VERB	frapper	avec	NOUN	ceinture	1	16.42377453776232
VERB	placer	sou	NOUN	contrôle	2	9.505656686730546
VERB	avancer	obj	NOUN	procédure	1	10.761996439990332
VERB	venir	nsubj	NOUN	association	2	7.003156346201364
NOUN	polémique	nmod	NOUN	an	1	6.756662995687292
VERB	venir	de	VERB	porter	1	5.359031773012064
VERB	porter	contre	NOUN	dessinateur	1	12.368492102261131
VERB	avancer	en	NOUN	cours	1	11.84634570972657
VERB	avancer	après	NOUN	ouverture	1	12.723334819621227
VERB	effectuer	obj	NOUN	remplacement	1	12.03145711498356
VERB	juger	pour	NOUN	remplacement	1	11.528956774454377
NOUN	voiture	nmod	NOUN	enquête	1	7.646519222570396
VERB	disparaître	depuis	NOUN	jour	1	7.724635912486406
VERB	mettre	obj	NOUN	présentateur	1	6.685893460904541
VERB	bloquer	obj	NOUN	pont	1	7.79441791768271
VERB	avoir	obj	NOUN	artisan	1	5.524228792766968
VERB	bloquer	nsubj	NOUN	artisan	1	9.346958940711488
VERB	avoir	après	NOUN	agriculteur	1	5.793848784754548
VERB	avoir	obj	NOUN	interpellation	1	5.7555543388734245
VERB	intervenir	nsubj	NOUN	force	3	10.083924534877696
NOUN	dégradation	nmod	NOUN	mercredi	1	9.49896203415654
VERB	avoir	malgré	NOUN	débordement	1	16.42377453776232
VERB	intervenir	malgré	NOUN	dégradation	1	13.964342919125023
VERB	procéder	à	NOUN	interpellation	1	11.578284486817944
VERB	prévenir	nsubj	NOUN	renseignement	1	10.678940700262775
VERB	prévenir	de	NOUN	risque	1	10.744294438256874
VERB	tuer	obj	NOUN	agriculteur	1	3.793848784754548
VERB	dépeindre	obj	NOUN	homme	1	8.950068788142904
VERB	défendre	obj	NOUN	histoire	1	5.4819932954837896
VERB	rejeter	obj	NOUN	forme	1	7.528956774454376
VERB	évoquer	obj	NOUN	histoire	1	4.534460715377925
NOUN	histoire	nmod	NOUN	chorégraphe	1	11.853918929431371
VERB	accuser	de	NOUN	agression	4	8.524795333139805
VERB	déposer	pour	NOUN	fait	4	10.64241482423766
VERB	voir	obj	NOUN	acteur	1	4.863680580119824
NOUN	acteur	nmod	NOUN	me	1	9.64241482423766
NOUN	mission	nmod	NOUN	défense	1	11.331017396842467
VERB	interdire	de	VERB	voir	1	7.171109105312071
VERB	refuser	après	VERB	refuser	1	13.014383601624617
VERB	séparer	de	NOUN	avocat	2	12.066222533144236
VERB	faire	de	NOUN	relaxe	2	10.528956774454377
VERB	tuer	obj	NOUN	patron	1	7.594051802676261
VERB	encourir	obj	NOUN	réclusion	1	16.616419615704714
VERB	ouvrir	nsubj	NOUN	procès	11	9.880391140792563
VERB	tuer	dans	NOUN	région	1	6.9455105061806
VERB	cacher	dans	NOUN	massif	1	11.565793542634747
VERB	lancer	dans	NOUN	chasse	1	9.853918929431371
VERB	distribuer	obj	NOUN	ticket	1	13.751349195790825
VERB	distribuer	nsubj	NOUN	dealeur	1	19.42377453776232
VERB	permettre	de	VERB	gagner	3	7.274768429044463
VERB	distribuer	par	NOUN	dealer	1	17.101846442874958
VERB	gagner	de	NOUN	cannabis	1	13.723334819621227
VERB	engager	nsubj	NOUN	agriculteur	1	4.43127870536984
VERB	blesser	nsubj	NOUN	père	1	10.331017396842467
VERB	tuer	sur	NOUN	barrage	1	12.709529020096197
VERB	marier	obj	NOUN	homme	1	8.950068788142904
VERB	refuser	de	VERB	marier	1	10.578284486817944
VERB	auditionner	par	NOUN	police	2	11.338966149957958
VERB	auditionner	en	NOUN	février	1	8.87206627614163
VERB	dérouler	obj	NOUN	match	1	7.44006834510297
VERB	faire	nsubj	NOUN	trentaine	1	6.824791566726229
VERB	agresser	pendant	NOUN	match	1	12.083924534877696
VERB	faire	sur	NOUN	stade	1	8.594844710110833
VERB	prendre	à	NOUN	joueur	1	6.99071077264025
NOUN	cambrioleur	nmod	NOUN	homme	1	10.535031288864062
VERB	mettre	en	NOUN	fuite	1	6.656831597006534
VERB	mettre	par	NOUN	enfant	1	7.5980207048792066
VERB	surprendre	par	NOUN	fille	1	11.779918347987595
VERB	rechercher	obj	NOUN	homme	1	7.950068788142905
VERB	retrouver	obj	NOUN	an	2	1.622236675466366
VERB	rechercher	nsubj	NOUN	enquêteur	1	15.101846442874958
VERB	intéresser	nsubj	NOUN	police	1	8.923928650679114
NOUN	voiture	nmod	NOUN	clio	1	15.101846442874958
VERB	disparaître	dans	NOUN	bas-rhin	1	12.516883942153802
VERB	intéresser	au	NOUN	signalement	1	12.294491520817353
VERB	intéresser	dans	NOUN	aire	1	16.101846442874958
VERB	repartir	dans	NOUN	voiture	1	10.64241482423766
VERB	démarrer	obj	NOUN	mercredi	1	8.49896203415654
VERB	démarrer	nsubj	NOUN	procès	1	9.783529601539975
VERB	accuser	de	NOUN	meurtre	2	9.10975783386096
VERB	cacher	pendant	NOUN	jour	1	10.046564007373767
VERB	cacher	dans	NOUN	forêt	1	12.294491520817353
VERB	échapper	à	NOUN	gendarme	1	9.609993346545282
VERB	savoir	obj	NOUN	suspect	1	10.761996439990332
VERB	forcer	obj	NOUN	barrage	2	10.902174098038593
VERB	faucher	obj	NOUN	famille	1	10.110891582477965
VERB	faucher	obj	NOUN	agriculteur	1	7.016241206090996
VERB	forcer	nsubj	NOUN	voiture	1	9.64241482423766
VERB	mourir	que	VERB	mourir	1	11.702675349055134
VERB	vouloir	en	NOUN	état	1	8.551099657491713
VERB	infliger	obj	NOUN	coup	1	9.323112198757121
VERB	poignarder	nsubj	NOUN	homme	1	10.535031288864062
VERB	infliger	nsubj	NOUN	homme	1	8.950068788142904
VERB	poignarder	dans	NOUN	toilette	1	16.838812037041162
VERB	poignarder	avant	NOUN	procès	1	12.590884523597579
VERB	infliger	dans	NOUN	ventre	1	15.838812037041164
VERB	infliger	avant	NOUN	début	1	11.487136598759749
VERB	marquer	obj	NOUN	esprit	3	11.662223305317841
VERB	marquer	nsubj	NOUN	cavale	1	12.931921441432644
NOUN	meurtre	nmod	NOUN	heure	1	7.7522334710504355
VERB	cacher	obj	NOUN	histoire	1	7.704385716820237
VERB	raconter	nsubj	NOUN	mère	1	7.336974852138867
NOUN	décès	nmod	NOUN	matin	1	10.740779954080637
VERB	figurer	de	NOUN	mobilisation	1	9.248848855261642
VERB	réagir	au	NOUN	décès	1	10.67558168817286
VERB	réagir	sur	NOUN	point	1	9.935934503939269
VERB	perdre	obj	NOUN	vie	6	7.739902669139716
VERB	perdre	nsubj	NOUN	mère	1	8.395868541192435
NOUN	fille	nmod	NOUN	matin	1	10.740779954080637
VERB	mourir	de	NOUN	suite	2	10.972563425929991
VERB	perdre	dans	NOUN	accident	2	10.972563425929991
VERB	jouer	obj	NOUN	jeu	5	8.251097016978461
VERB	vivre	nsubj	NOUN	agriculteur	2	5.513740865561813
NOUN	agriculteur	nmod	NOUN	liste	1	6.823861695575192
VERB	permettre	obj	NOUN	dialogue	13	12.281863912489603
VERB	aller	nsubj	NOUN	mesure	2	3.6730283028953776
VERB	intégrer	dans	NOUN	projet	1	9.291917577153527
VERB	promulguer	obj	NOUN	texte	2	11.956168987679323
VERB	censurer	obj	NOUN	pourcent	2	7.593259330785481
